Category,Title,Intro,Image,Credits (sources),Tags,URL
"Enviro, Climat",La plantation d’arbres : la solution préférée du public pour lutter contre le changement climatique,"Selon une nouvelle étude, le public est plus enclin à soutenir les solutions naturelles, comme la plantation d’arbres et la protection des forêts tropicales, pour lutter contre le changement climatique, plutôt que les solutions technologiques. Parmi les quelque 800 000 messages sur X traitant généralement de la “géo-ingénierie”, les sentiments négatifs (présents dans 30 % de tous les tweets) l’emportent sur les sentiments positifs (6 %).",https://www.enerzine.com/wp-content/uploads/2023/11/arti_73803.jpg,,"arbre, changement climatique, geo-ingenierie, opinion publique, plantation",https://www.enerzine.com/la-plantation-darbres-la-solution-preferee-du-public-pour-lutter-contre-le-changement-climatique/73803-2023-11
"Energie, Non Renouvelable, Nucléaire",31 capteurs et l’apprentissage automatique pour la sécurité des réacteurs nucléaires,"Grâce à une combinaison de technologie nucléaire et d’apprentissage automatique (Machine Learning – ML), une équipe de scientifiques du Laboratoire national d’Argonne du Département de l’énergie des États-Unis (DOE) a révélé une découverte significative pour maintenir la sécurité et l’efficacité d’un type de réacteur nucléaire de nouvelle génération, connu sous le nom de réacteur rapide refroidi au sodium (SFR). METL  Le modèle a détecté l’anomalie environ trois minutes après son initiation",https://www.enerzine.com/wp-content/uploads/2023/11/arti_73762.jpg,,"anomalie, apprentissage automatique, detecteur, METL, reacteur rapide, sodium",https://www.enerzine.com/31-capteurs-et-lapprentissage-automatique-pour-la-securite-des-reacteurs-nucleaires/73762-2023-11
Renouvelable,Nous devons mieux comprendre la résistance aux éoliennes et aux cellules solaires,"Des éoliennes, des cellules solaires et, bientôt, des centrales   sont installées un peu partout au Danemark, mais ces grandes installations ne sont pas toujours bien accueillies par la population locale. Selon Julia Kirch Kirkegaard, professeur associé à la  , cette situation peut freiner la transition écologique et constitue un sujet de recherche peu étudié. Quand les habitants s’opposent-ils généralement aux grandes centrales électriques destinées à favoriser la transition écologique ? D’où vient la résistance ? Quelle est l’ampleur du problème ? Des îles énergétiques et des centrales Power-to-X seront bientôt installées en divers endroits du Danemark. Comment pensez-vous que les habitants réagiront ? Quelle est la solution ? Faudra-t-il apprendre à faire des compromis pour atteindre les objectifs de la transition écologique ?",https://www.enerzine.com/wp-content/uploads/2023/11/arti_73856.jpg,,"eolien, powertox, resistance, solaire",https://www.enerzine.com/nous-devons-mieux-comprendre-la-resistance-aux-eoliennes-et-aux-cellules-solaires/73856-2023-11
"Renouvelable, Biomasse","PolyID, l’outil qui pourrait rendre les plastiques obsolètes","Les grands chimistes ont découvert des moyens de combiner le carbone, l’hydrogène, l’oxygène et l’azote pour créer toutes sortes de plastiques : emballages alimentaires étanches, pièces de voiture résistantes à la chaleur, équipements de protection personnelle durables… la liste est longue.  PolyID : Polymer Inverse Design™",https://www.enerzine.com/wp-content/uploads/2023/11/arti_73967.jpg,,"conception, durabilite, performance, PolyID, polymere",https://www.enerzine.com/polyid-loutil-qui-pourrait-rendre-les-plastiques-obsoletes/73967-2023-11
"Techno, Batterie",Un pacemaker expérimental capable de recharger partiellement sa batterie,"Dans une étude qui sera présentée lors des sessions scientifiques 2023 de l’ , un pacemaker expérimental sans fil est capable de recharger partiellement sa batterie en convertissant l’énergie mécanique en énergie électrique.  transveineux pacemakers sans fil  le meilleur des trois prototypes récoltait environ 10% de l’énergie nécessaire pour rythmer",https://www.enerzine.com/wp-content/uploads/2023/11/arti_74022.jpg,,"batterie, cardiologie, energie electrique, energie mecanique, pacemaker",https://www.enerzine.com/un-pacemaker-experimental-capable-de-recharger-partiellement-sa-batterie/74022-2023-11
"Techno, Robotisation","mCLARI, un robot changeur de forme inspiré d’une araignée de 2 cm","Dans le domaine de la robotique, la miniaturisation est un enjeu majeur. Une équipe d’ingénieurs de l’  a récemment présenté mCLARI, un robot modulaire de seulement 2 centimètres capable de changer passivement de forme pour se faufiler à travers des espaces étroits dans plusieurs directions. Ce robot, qui pèse moins d’un gramme, peut supporter plus de trois fois son poids corporel en charge supplémentaire. Conférence internationale 2023 sur les robots intelligents et les systèmes Les chercheurs considèrent leur conception actuelle comme la première d’une série de robots CLARI qui, ils l’espèrent, deviendront plus petits et plus agiles. HAMR-Jr",https://www.enerzine.com/wp-content/uploads/2023/11/arti_73929.jpg,,"bio-inspiration, insecte, mCLARI, miniaturisation, robotique",https://www.enerzine.com/mclari-un-robot-changeur-de-forme-inspire-dune-araignee-de-2-cm/73929-2023-11
"Renouvelable, Solaire",65°C : la résistance des cellules solaires organiques testée,"Une nouvelle étude menée par une équipe de l’Université des sciences et technologies  ( )  en Arabie saoudite offre un aperçu au niveau moléculaire d’une famille de matériaux pour cellules solaires organiques, connus sous le nom d’accepteurs non-fullerènes de la série Y (Y-NFAs). Cette découverte pourrait aider à améliorer leur stabilité en extérieur et ouvrir la voie à de nombreuses applications. 7",https://www.enerzine.com/wp-content/uploads/2023/11/arti_73958.jpg,Source : Université des sciences et technologies du roi Abdallah (KAUST),"cellule solaire, commercialisation, organique, photodegradation, stabilite, Y-NFAs",https://www.enerzine.com/65c-la-resistance-des-cellules-solaires-organiques-testee/73958-2023-11
"Enviro, Santé",Des ondes sonores pour détruire les tumeurs : l’avenir du traitement du cancer,"L’administration américaine des aliments et des médicaments (FDA) a récemment approuvé l’utilisation des ondes sonores pour décomposer les tumeurs, une technique connue sous le nom d’histotripsie, pour le traitement du foie chez l’homme. Cette technique, développée à l’ , offre une alternative prometteuse aux traitements du cancer comme la chirurgie, la radiothérapie et la chimiothérapie, qui ont souvent des effets secondaires significatifs. ondes ultrasonores histotripsie  histotripsie",https://www.enerzine.com/wp-content/uploads/2023/11/arti_73878.jpg,,"cancer, foie, histotripsie, immunitaire, non invasif, onde sonore",https://www.enerzine.com/des-ondes-sonores-pour-detruire-les-tumeurs-lavenir-du-traitement-du-cancer/73878-2023-11
Energie,4 façons de réduire le budget énergétique de son entreprise,"Dans un contexte de forte inflation où l’énergie devient une matière dès plus précieuse, les entreprises sont à la recherche de moyens efficaces pour diminuer leur consommation énergétique. Cet aspect est motivé non seulement par des considérations environnementales, mais aussi par des raisons économiques. Voici quatre stratégies efficaces pour réduire le budget énergétique de son entreprise. le contrat le plus intéressant courtier en énergie énergies renouvelables politiques d’économie d’énergie équipements écoénergétiques systèmes de gestion de l’énergie",https://www.enerzine.com/wp-content/uploads/2023/11/arti_73175.jpg,,,https://www.enerzine.com/4-facons-de-reduire-le-budget-energetique-de-son-entreprise/73175-2023-11
"Techno, Matériaux","Le plastique du futur, plus résistant, élastique et biodégradable","Des chercheurs nippons ont mis au point un plastique innovant, plus résistant et plus élastique que les types standard actuels, qui peut être réparé par la chaleur, se souvient de sa forme et est partiellement biodégradable. polyrotaxane  répare également 15 fois plus vite recyclé chimiquement 10 fois plus vite",https://www.enerzine.com/wp-content/uploads/2023/11/arti_74007.jpg,,"biodegradable, elastique, plastique, résistant, VPR",https://www.enerzine.com/le-plastique-du-futur-plus-resistant-elastique-et-biodegradable/74007-2023-11
"Renouvelable, Biomasse",2026 : l’année où le plastique à base de sucre pourrait devenir une réalité,"Il est presque impossible de penser au plastique sans penser aux combustibles fossiles. En effet, le plastique est fabriqué à partir de pétrole, dont on extrait, entre autres, du carbone – un ingrédient essentiel du plastique. Actuellement, environ 5 à 6 % de tout le pétrole brut extrait du sol est utilisé pour la fabrication de divers produits en plastique. Mais cela pourrait changer à l’avenir.  500-600 degrés glycolaldéhyde 30 millions de tonnes par an Topsoe ",https://www.enerzine.com/wp-content/uploads/2023/11/arti_73848.jpg,,"biomasse, ethylène glycol, lit fluidise, plastique, sucre",https://www.enerzine.com/2026-lannee-ou-le-plastique-a-base-de-sucre-pourrait-devenir-une-realite/73848-2023-11
"Guide, Loisir",Robots de piscine : la technologie qui libère votre temps libre,"Les joies de la piscine jouent les prolongations cet été dès lors que les  températures sont de la partie. Mais qui dit piscine, dit aussi corvée d’entretien. Heureusement, il existe une solution pour vous décharger des corvées de nettoyage : les robots de piscine.  Zodiac Dolphin AIPER et WYBOT Électrique Vortex OV 3485 Électrique TornaX OT 2100 Hydraulique MX8 Dolphin E30 Dolphin T15  Dolphin E35 AIPER Seagull SE  AIPER Seagull Plus AIPER Seagull PRO WYBOT Osprey 200max WYBOT Osprey 300 II  WYBOT Osprey 700",https://www.enerzine.com/wp-content/uploads/2023/09/arti_65421.jpg,,,https://www.enerzine.com/robots-de-piscine-la-technologie-qui-libere-votre-temps-libre/65421-2023-09
"Techno, Recherche",HAARP en action : 180 antennes pour illuminer le ciel de l’Alaska pendant 4 jours,"Les habitants de l’Alaska et les visiteurs pourront peut-être observer une lueur artificielle dans le ciel, créée par le programme de recherche aurorale active à haute fréquence (HAARP), lors d’une campagne de recherche de quatre jours qui se termine aujourd’hui mardi 7 novembre 2023. ionosphère  les satellites peuvent utiliser les ondes de plasma dans l’ionosphère  180 antennes à haute fréquence  3,6 mégawatts HAARP créera une lueur à un point spécifique dans le ciel subauroral  latitude sub-aurorale",https://www.enerzine.com/wp-content/uploads/2023/11/arti_74034.jpg,,"alaska, HAARP, ionosphere, lueur, science",https://www.enerzine.com/haarp-en-action-180-antennes-pour-illuminer-le-ciel-de-lalaska-pendant-4-jours/74034-2023-11
"Guide, Maison",Les moustiques nous aiment-ils tous de la même manière ?,"Les moustiques sont plus qu’un simple désagrément estival. Pour certains d’entre nous, ils semblent être une véritable nuisance, nous ciblant plus que d’autres. Mais pourquoi certains individus sont-ils plus attirés par ces insectes que d’autres ? Des études récentes apportent des réponses fascinantes à cette question. Les moustiques",https://www.enerzine.com/wp-content/uploads/2023/07/arti_61840.jpg,,,https://www.enerzine.com/les-moustiques-nous-aiment-ils-tous-de-la-meme-maniere/61840-2023-07
"Techno, Batterie",L’avenir des batteries solides : le chlorure est-il la clé ?,Une équipe de chercheurs coréens a fait une annonce importante dans le domaine des batteries solides de nouvelle génération. Leurs nouvelles découvertes pourraient permettre la création de batteries basées sur un nouvel électrolyte solide à base de chlorure présentant une conductivité ionique exceptionnelle.,https://www.enerzine.com/wp-content/uploads/2023/11/arti_73504.jpg,Source : Institut des sciences fondamentales (IBS),"batterie solide, chlorure, conductivite, electrolyte, IBS, ionique, metaux rares",https://www.enerzine.com/lavenir-des-batteries-solides-le-chlorure-est-il-la-cle/73504-2023-11
